activation_month,observation_month,months_since_activation,persona,initial_subscription_group,segment_level,activated_cohort_size,active_companies,continuously_active_companies,reactivated_active_companies,active_share_pct,continuously_active_share_pct,reactivated_active_share_pct,average_current_streak_among_active,total_revenue,monthly_revenue_per_original_activated_company
2025-12-01,2026-03-01,3,Bikers_Drivers,ALL,persona,152,127,123,4,83.55,80.92,2.63,3.94,4736.45429517573010607039,31.160883520892963
2025-12-01,2026-03-01,3,Cleaning_CallCenters,ALL,persona,11,9,9,0,81.82,81.82,0.0,4.0,528.58785123123217182080,48.05344102102111
2025-12-01,2026-03-01,3,Consultant,ALL,persona,459,428,424,4,93.25,92.37,0.87,3.98,17242.35275369434059512009,37.565038679072636
2025-12-01,2026-03-01,3,Developer_IT,ALL,persona,231,214,212,2,92.64,91.77,0.87,3.98,8861.89161721752342888607,38.36316717410183
2025-12-01,2026-03-01,3,Media_Publishing,ALL,persona,109,102,99,3,93.58,90.83,2.75,3.94,3672.74269308328137768175,33.694887092507166
2025-12-01,2026-03-01,3,Medical_Professionals,ALL,persona,28,28,27,1,100.0,96.43,3.57,3.89,1866.92275803889916119510,66.67581278710354
2025-12-01,2026-03-01,3,Others,ALL,persona,452,404,402,2,89.38,88.94,0.44,3.99,15696.75195451590333818096,34.727327332999785
2025-12-01,2026-03-01,3,Professeur,ALL,persona,83,76,74,2,91.57,89.16,2.41,3.92,2345.33021185588504449690,28.25699050428777
2025-12-01,2026-03-01,3,Repair,ALL,persona,19,17,17,0,89.47,89.47,0.0,4.0,193.45683175835587895480,10.181938513597679
2025-12-01,2026-03-01,3,Repair_Installation,ALL,persona,4,4,4,0,100.0,100.0,0.0,4.0,205.69386654849248127800,51.42346663712312
2025-12-01,2026-03-01,3,Restauration,ALL,persona,81,73,73,0,90.12,90.12,0.0,4.0,4246.96865562793349712118,52.43171179787573
2025-12-01,2026-03-01,3,Retail,ALL,persona,387,343,337,6,88.63,87.08,1.55,3.96,12753.34774922377667544043,32.954386948898645
2025-12-01,2026-03-01,3,Wholesale,ALL,persona,67,59,59,0,88.06,88.06,0.0,4.0,2912.51744030355707261930,43.47040955676951
2025-12-01,2026-03-01,3,Automobile_Trade_Repair,business,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,4.0,567.96632005589001051000,141.9915800139725
2025-12-01,2026-03-01,3,Automobile_Trade_Repair,free,persona_x_initial_plan,30,26,26,0,86.67,86.67,0.0,4.0,290.49459052657483473186,9.683153017552494
2025-12-01,2026-03-01,3,Automobile_Trade_Repair,plus,persona_x_initial_plan,25,20,19,1,80.0,76.0,4.0,3.85,2206.75117149244540379900,88.27004685969781
2025-12-01,2026-03-01,3,Automobile_Trade_Repair,start,persona_x_initial_plan,64,56,56,0,87.5,87.5,0.0,4.0,2906.64686056985476819014,45.41635719640398
2025-12-01,2026-03-01,3,BTP,business,persona_x_initial_plan,21,15,15,0,71.43,71.43,0.0,4.0,3757.37181662245584951060,178.92246745821217
2025-12-01,2026-03-01,3,BTP,free,persona_x_initial_plan,175,161,160,1,92.0,91.43,0.57,3.99,6653.30805401752723681632,38.01890316581444
2025-12-01,2026-03-01,3,BTP,plus,persona_x_initial_plan,96,87,85,2,90.63,88.54,2.08,3.95,7190.78307972406553511080,74.90399041379236
2025-12-01,2026-03-01,3,BTP,start,persona_x_initial_plan,169,156,155,1,92.31,91.72,0.59,3.98,8176.52207927505014288922,48.381787451331654
2025-12-01,2026-03-01,3,Bankers_Insurance,free,persona_x_initial_plan,26,20,20,0,76.92,76.92,0.0,4.0,586.97048984657472430600,22.575788071022107
2025-12-01,2026-03-01,3,Bankers_Insurance,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,280.19701934520456490000,93.39900644840152
2025-12-01,2026-03-01,3,Bankers_Insurance,start,persona_x_initial_plan,10,9,9,0,90.0,90.0,0.0,4.0,244.83389244931495988000,24.483389244931494
2025-12-01,2026-03-01,3,Bikers_Drivers,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,4.0,888.40351919616201670000,177.68070383923242
2025-12-01,2026-03-01,3,Bikers_Drivers,free,persona_x_initial_plan,62,49,46,3,79.03,74.19,4.84,3.88,996.89093954739586749800,16.078886121732193
2025-12-01,2026-03-01,3,Bikers_Drivers,plus,persona_x_initial_plan,24,20,20,0,83.33,83.33,0.0,4.0,1225.06153659601127916200,51.04423069150047
2025-12-01,2026-03-01,3,Bikers_Drivers,start,persona_x_initial_plan,61,55,54,1,90.16,88.52,1.64,3.96,1626.09829983616094271039,26.657349177641983
2025-12-01,2026-03-01,3,Cleaning_CallCenters,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,36.42788841369862461180,12.142629471232874
2025-12-01,2026-03-01,3,Cleaning_CallCenters,plus,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,4.0,428.04442266520489200000,107.01110566630122
2025-12-01,2026-03-01,3,Cleaning_CallCenters,start,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,4.0,64.11554015232865520900,16.028885038082162
2025-12-01,2026-03-01,3,Consultant,business,persona_x_initial_plan,4,1,1,0,25.0,25.0,0.0,4.0,80.26134660821917821000,20.065336652054796
2025-12-01,2026-03-01,3,Consultant,free,persona_x_initial_plan,222,209,207,2,94.14,93.24,0.9,3.98,5059.39777910218750641910,22.790080086045887
2025-12-01,2026-03-01,3,Consultant,plus,persona_x_initial_plan,28,23,23,0,82.14,82.14,0.0,4.0,1869.12512200970839636331,66.75446864320386
2025-12-01,2026-03-01,3,Consultant,start,persona_x_initial_plan,205,195,193,2,95.12,94.15,0.98,3.98,10233.56850597422551412768,49.91984637060598
2025-12-01,2026-03-01,3,Developer_IT,free,persona_x_initial_plan,101,92,90,2,91.09,89.11,1.98,3.95,3733.63108230410438755979,36.96664437924856
2025-12-01,2026-03-01,3,Developer_IT,plus,persona_x_initial_plan,13,9,9,0,69.23,69.23,0.0,4.0,475.31917660109575806970,36.563013584699675
2025-12-01,2026-03-01,3,Developer_IT,start,persona_x_initial_plan,117,113,113,0,96.58,96.58,0.0,4.0,4652.94135831232328325658,39.76872955822498
2025-12-01,2026-03-01,3,Media_Publishing,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,161.47667042465716750000,161.47667042465716
2025-12-01,2026-03-01,3,Media_Publishing,free,persona_x_initial_plan,55,51,50,1,92.73,90.91,1.82,3.96,668.67018519068297746390,12.15763973073969
2025-12-01,2026-03-01,3,Media_Publishing,plus,persona_x_initial_plan,8,7,6,1,87.5,75.0,12.5,3.86,853.53264747451988787600,106.69158093431498
2025-12-01,2026-03-01,3,Media_Publishing,start,persona_x_initial_plan,45,43,42,1,95.56,93.33,2.22,3.93,1989.06318999342134484185,44.20140422207603
2025-12-01,2026-03-01,3,Medical_Professionals,free,persona_x_initial_plan,11,11,10,1,100.0,90.91,9.09,3.73,432.94082647452056392000,39.35825695222914
2025-12-01,2026-03-01,3,Medical_Professionals,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,1028.01842124383121720000,342.6728070812771
2025-12-01,2026-03-01,3,Medical_Professionals,start,persona_x_initial_plan,14,14,14,0,100.0,100.0,0.0,4.0,405.96351032054738007510,28.997393594324812
2025-12-01,2026-03-01,3,Others,business,persona_x_initial_plan,18,7,7,0,38.89,38.89,0.0,4.0,768.34965919451946591880,42.686092177473306
2025-12-01,2026-03-01,3,Others,free,persona_x_initial_plan,183,168,168,0,91.8,91.8,0.0,4.0,3301.64138964109162137597,18.04175622754695
2025-12-01,2026-03-01,3,Others,plus,persona_x_initial_plan,60,53,52,1,88.33,86.67,1.67,3.96,3923.41824479092162015698,65.39030407984869
2025-12-01,2026-03-01,3,Others,start,persona_x_initial_plan,191,176,175,1,92.15,91.62,0.52,3.99,7703.34266088937063072921,40.331636968007174
2025-12-01,2026-03-01,3,Professeur,business,persona_x_initial_plan,2,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-03-01,3,Professeur,free,persona_x_initial_plan,33,30,28,2,90.91,84.85,6.06,3.8,369.34862965150608063960,11.192382716712306
2025-12-01,2026-03-01,3,Professeur,plus,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,4.0,698.64161679123065913000,139.72832335824612
2025-12-01,2026-03-01,3,Professeur,start,persona_x_initial_plan,43,41,41,0,95.35,95.35,0.0,4.0,1277.33996541314830472730,29.70558059100345
2025-12-01,2026-03-01,3,Repair,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-03-01,3,Repair,free,persona_x_initial_plan,8,7,7,0,87.5,87.5,0.0,4.0,60.47355327397236438530,7.5591941592465455
2025-12-01,2026-03-01,3,Repair,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,4.0,52.27813419178081777000,26.139067095890407
2025-12-01,2026-03-01,3,Repair,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,4.0,80.70514429260269679950,10.088143036575337
2025-12-01,2026-03-01,3,Repair_Installation,free,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,4.0,157.40476675561579130000,78.70238337780789
2025-12-01,2026-03-01,3,Repair_Installation,start,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,4.0,48.28909979287668997800,24.144549896438345
2025-12-01,2026-03-01,3,Restauration,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-03-01,3,Restauration,free,persona_x_initial_plan,34,31,31,0,91.18,91.18,0.0,4.0,678.91885584438123572758,19.9682016424818
2025-12-01,2026-03-01,3,Restauration,plus,persona_x_initial_plan,13,11,11,0,84.62,84.62,0.0,4.0,2450.09191574519830000000,188.46860890347676
2025-12-01,2026-03-01,3,Restauration,start,persona_x_initial_plan,33,31,31,0,93.94,93.94,0.0,4.0,1117.95788403835396139360,33.87751163752588
2025-12-01,2026-03-01,3,Retail,business,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,4.0,469.62192413917680970000,156.5406413797256
2025-12-01,2026-03-01,3,Retail,free,persona_x_initial_plan,172,156,154,2,90.7,89.53,1.16,3.97,2960.44186025807314475244,17.211871280570193
2025-12-01,2026-03-01,3,Retail,plus,persona_x_initial_plan,57,46,43,3,80.7,75.44,5.26,3.85,3767.21927394544340315901,66.09156620956918
2025-12-01,2026-03-01,3,Retail,start,persona_x_initial_plan,155,139,138,1,89.68,89.03,0.65,3.99,5556.06469088108331782898,35.845578650845695
2025-12-01,2026-03-01,3,Wholesale,business,persona_x_initial_plan,5,4,4,0,80.0,80.0,0.0,4.0,396.81807189863003895200,79.363614379726
2025-12-01,2026-03-01,3,Wholesale,free,persona_x_initial_plan,12,10,10,0,83.33,83.33,0.0,4.0,238.51712345753422911000,19.87642695479452
2025-12-01,2026-03-01,3,Wholesale,plus,persona_x_initial_plan,16,15,15,0,93.75,93.75,0.0,4.0,1024.41133941807974602270,64.02570871362998
2025-12-01,2026-03-01,3,Wholesale,start,persona_x_initial_plan,34,30,30,0,88.24,88.24,0.0,4.0,1252.77090552931305853460,36.846203103803326
2025-12-01,2026-04-01,4,ALL,business,initial_plan,65,34,34,0,52.31,52.31,0.0,5.0,7687.62242444326591180060,118.27111422220409
2025-12-01,2026-04-01,4,ALL,free,initial_plan,1129,1005,989,16,89.02,87.6,1.42,4.96,24482.49953949669577071801,21.685119166958987
2025-12-01,2026-04-01,4,ALL,plus,initial_plan,357,304,293,11,85.15,82.07,3.08,4.9,26540.24627395911683854053,74.3424265377006
2025-12-01,2026-04-01,4,ALL,start,initial_plan,1155,1050,1043,7,90.91,90.3,0.61,4.98,48984.97640900291724290169,42.411234986149715
2025-12-01,2026-04-01,4,ALL,ALL,overall,2706,2393,2359,34,88.43,87.18,1.26,4.96,107695.34464690199576396083,39.798723077199554
2025-12-01,2026-04-01,4,Automobile_Trade_Repair,ALL,persona,123,104,102,2,84.55,82.93,1.63,4.93,6688.01417211325136976436,54.37409896027034
2025-12-01,2026-04-01,4,BTP,ALL,persona,461,414,409,5,89.8,88.72,1.08,4.97,25573.04581095201714817102,55.47298440553583
2025-12-01,2026-04-01,4,Bankers_Insurance,ALL,persona,39,33,32,1,84.62,82.05,2.56,4.88,1155.32501422246417741800,29.62371831339652
2025-12-01,2026-04-01,4,Bikers_Drivers,ALL,persona,152,123,119,4,80.92,78.29,2.63,4.93,4481.32762062887876592510,29.482418556768938
2025-12-01,2026-04-01,4,Cleaning_CallCenters,ALL,persona,11,9,9,0,81.82,81.82,0.0,5.0,379.48711022575278059500,34.49882820234116
2025-12-01,2026-04-01,4,Consultant,ALL,persona,459,416,414,2,90.63,90.2,0.44,4.99,17565.75821690657118678146,38.26962574489449
2025-12-01,2026-04-01,4,Developer_IT,ALL,persona,231,212,210,2,91.77,90.91,0.87,4.98,9288.12344444546970922978,40.20832659933104
2025-12-01,2026-04-01,4,Media_Publishing,ALL,persona,109,98,95,3,89.91,87.16,2.75,4.94,3676.47199207013003048339,33.72910084468009
2025-12-01,2026-04-01,4,Medical_Professionals,ALL,persona,28,28,27,1,100.0,96.43,3.57,4.89,1098.67678328986076234050,39.23845654606646
2025-12-01,2026-04-01,4,Others,ALL,persona,452,396,390,6,87.61,86.28,1.33,4.95,14924.69697555591169202542,33.019241096362634
2025-12-01,2026-04-01,4,Professeur,ALL,persona,83,73,73,0,87.95,87.95,0.0,5.0,1958.95352175068083434990,23.601849659646756
2025-12-01,2026-04-01,4,Repair,ALL,persona,19,17,17,0,89.47,89.47,0.0,5.0,188.11931577972573118350,9.901016619985564
2025-12-01,2026-04-01,4,Repair_Installation,ALL,persona,4,3,3,0,75.0,75.0,0.0,5.0,153.85365974630088730000,38.46341493657522
2025-12-01,2026-04-01,4,Restauration,ALL,persona,81,72,72,0,88.89,88.89,0.0,5.0,4391.74011560053230417376,54.21901377284608
2025-12-01,2026-04-01,4,Retail,ALL,persona,387,337,329,8,87.08,85.01,2.07,4.94,12930.18918028842811398874,33.411341551132885
2025-12-01,2026-04-01,4,Wholesale,ALL,persona,67,58,58,0,86.57,86.57,0.0,5.0,3241.56171332602027023090,48.38151810934359
2025-12-01,2026-04-01,4,Automobile_Trade_Repair,business,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,5.0,654.94840353643715430000,163.73710088410928
2025-12-01,2026-04-01,4,Automobile_Trade_Repair,free,persona_x_initial_plan,30,26,26,0,86.67,86.67,0.0,5.0,452.16966621150564398712,15.072322207050188
2025-12-01,2026-04-01,4,Automobile_Trade_Repair,plus,persona_x_initial_plan,25,21,19,2,84.0,76.0,8.0,4.67,2374.74463606943046895574,94.9897854427772
2025-12-01,2026-04-01,4,Automobile_Trade_Repair,start,persona_x_initial_plan,64,53,53,0,82.81,82.81,0.0,5.0,3206.15146629587810252150,50.09611666087309
2025-12-01,2026-04-01,4,BTP,business,persona_x_initial_plan,21,15,15,0,71.43,71.43,0.0,5.0,3613.07011406574156395440,172.05095781265436
2025-12-01,2026-04-01,4,BTP,free,persona_x_initial_plan,175,158,157,1,90.29,89.71,0.57,4.99,6171.90644559292416054900,35.26803683195956
2025-12-01,2026-04-01,4,BTP,plus,persona_x_initial_plan,96,88,84,4,91.67,87.5,4.17,4.86,6555.43686434324220645690,68.28580067024211
2025-12-01,2026-04-01,4,BTP,start,persona_x_initial_plan,169,153,153,0,90.53,90.53,0.0,5.0,9232.63238695010921721072,54.63096086952727
2025-12-01,2026-04-01,4,Bankers_Insurance,free,persona_x_initial_plan,26,21,20,1,80.77,76.92,3.85,4.81,631.68005223397231285800,24.29538662438355
2025-12-01,2026-04-01,4,Bankers_Insurance,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,5.0,277.44294442575233180000,92.48098147525077
2025-12-01,2026-04-01,4,Bankers_Insurance,start,persona_x_initial_plan,10,9,9,0,90.0,90.0,0.0,5.0,246.20201756273953276000,24.620201756273953
2025-12-01,2026-04-01,4,Bikers_Drivers,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,5.0,918.46926254520276250000,183.69385250904057
2025-12-01,2026-04-01,4,Bikers_Drivers,free,persona_x_initial_plan,62,48,45,3,77.42,72.58,4.84,4.85,812.78510789972364902410,13.109437224189092
2025-12-01,2026-04-01,4,Bikers_Drivers,plus,persona_x_initial_plan,24,18,18,0,75.0,75.0,0.0,5.0,960.03921887765567197710,40.00163411990232
2025-12-01,2026-04-01,4,Bikers_Drivers,start,persona_x_initial_plan,61,54,53,1,88.52,86.89,1.64,4.96,1790.03403130629668242390,29.344820185349125
2025-12-01,2026-04-01,4,Cleaning_CallCenters,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,5.0,81.09969767780801276500,27.033232559269337
2025-12-01,2026-04-01,4,Cleaning_CallCenters,plus,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,5.0,251.96972289862975860000,62.99243072465744
2025-12-01,2026-04-01,4,Cleaning_CallCenters,start,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,5.0,46.41768964931500923000,11.604422412328752
2025-12-01,2026-04-01,4,Consultant,business,persona_x_initial_plan,4,1,1,0,25.0,25.0,0.0,5.0,80.25313727123287688000,20.06328431780822
2025-12-01,2026-04-01,4,Consultant,free,persona_x_initial_plan,222,206,204,2,92.79,91.89,0.9,4.97,4742.63407593149845261354,21.36321655824999
2025-12-01,2026-04-01,4,Consultant,plus,persona_x_initial_plan,28,21,21,0,75.0,75.0,0.0,5.0,1962.24661860532379910790,70.08023637876157
2025-12-01,2026-04-01,4,Consultant,start,persona_x_initial_plan,205,188,188,0,91.71,91.71,0.0,5.0,10780.62438509851605818002,52.58841163462691
2025-12-01,2026-04-01,4,Developer_IT,free,persona_x_initial_plan,101,91,89,2,90.1,88.12,1.98,4.95,3769.01983810629806514150,37.31702810006236
2025-12-01,2026-04-01,4,Developer_IT,plus,persona_x_initial_plan,13,8,8,0,61.54,61.54,0.0,5.0,603.01437454739611123000,46.385721119030464
2025-12-01,2026-04-01,4,Developer_IT,start,persona_x_initial_plan,117,113,113,0,96.58,96.58,0.0,5.0,4916.08923179177553285828,42.01785668198098
2025-12-01,2026-04-01,4,Media_Publishing,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,5.0,174.67405412273924110000,174.67405412273925
2025-12-01,2026-04-01,4,Media_Publishing,free,persona_x_initial_plan,55,49,48,1,89.09,87.27,1.82,4.96,535.29169717808063019670,9.732576312328739
2025-12-01,2026-04-01,4,Media_Publishing,plus,persona_x_initial_plan,8,7,6,1,87.5,75.0,12.5,4.86,942.98191849041003848318,117.87273981130126
2025-12-01,2026-04-01,4,Media_Publishing,start,persona_x_initial_plan,45,41,40,1,91.11,88.89,2.22,4.93,2023.52432227890012070351,44.967207161753336
2025-12-01,2026-04-01,4,Medical_Professionals,free,persona_x_initial_plan,11,11,10,1,100.0,90.91,9.09,4.73,227.78362794136988258600,20.707602540124533
2025-12-01,2026-04-01,4,Medical_Professionals,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,5.0,459.65172166246415290000,153.2172405541547
2025-12-01,2026-04-01,4,Medical_Professionals,start,persona_x_initial_plan,14,14,14,0,100.0,100.0,0.0,5.0,411.24143368602672685450,29.374388120430478
2025-12-01,2026-04-01,4,Others,business,persona_x_initial_plan,18,4,4,0,22.22,22.22,0.0,5.0,860.24990774958801747400,47.791661541643776
2025-12-01,2026-04-01,4,Others,free,persona_x_initial_plan,183,164,162,2,89.62,88.52,1.09,4.95,2542.95859125065289315035,13.89594858606914
2025-12-01,2026-04-01,4,Others,plus,persona_x_initial_plan,60,53,52,1,88.33,86.67,1.67,4.96,4064.98671242653710425835,67.74977854044228
2025-12-01,2026-04-01,4,Others,start,persona_x_initial_plan,191,175,172,3,91.62,90.05,1.57,4.94,7456.50176412913367714272,39.039276251984994
2025-12-01,2026-04-01,4,Professeur,business,persona_x_initial_plan,2,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-04-01,4,Professeur,free,persona_x_initial_plan,33,28,28,0,84.85,84.85,0.0,5.0,436.26181813369743901280,13.220055094960529
2025-12-01,2026-04-01,4,Professeur,plus,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,5.0,384.88927017040973599100,76.97785403408196
2025-12-01,2026-04-01,4,Professeur,start,persona_x_initial_plan,43,40,40,0,93.02,93.02,0.0,5.0,1137.80243344657365934610,26.46052170805985
2025-12-01,2026-04-01,4,Repair,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-04-01,4,Repair,free,persona_x_initial_plan,8,7,7,0,87.5,87.5,0.0,5.0,34.77495018958891920900,4.346868773698615
2025-12-01,2026-04-01,4,Repair,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,5.0,50.16556496657534248500,25.082782483287673
2025-12-01,2026-04-01,4,Repair,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,5.0,103.17880062356146948950,12.897350077945184
2025-12-01,2026-04-01,4,Repair_Installation,free,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,5.0,114.91604247452009710000,57.45802123726005
2025-12-01,2026-04-01,4,Repair_Installation,start,persona_x_initial_plan,2,1,1,0,50.0,50.0,0.0,5.0,38.93761727178079020000,19.468808635890394
2025-12-01,2026-04-01,4,Restauration,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-12-01,2026-04-01,4,Restauration,free,persona_x_initial_plan,34,30,30,0,88.24,88.24,0.0,5.0,632.72580315397017687334,18.609582445705005
2025-12-01,2026-04-01,4,Restauration,plus,persona_x_initial_plan,13,11,11,0,84.62,84.62,0.0,5.0,2541.44233476272965924000,195.49556421251768
2025-12-01,2026-04-01,4,Restauration,start,persona_x_initial_plan,33,31,31,0,93.94,93.94,0.0,5.0,1217.57197768383246806042,36.89612053587371
2025-12-01,2026-04-01,4,Retail,business,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,5.0,434.39370510191652563000,144.79790170063885
2025-12-01,2026-04-01,4,Retail,free,persona_x_initial_plan,172,152,149,3,88.37,86.63,1.74,4.95,3089.69335312327721493456,17.963333448391147
2025-12-01,2026-04-01,4,Retail,plus,persona_x_initial_plan,57,46,43,3,80.7,75.44,5.26,4.85,4047.90100026215195178736,71.01580702214302
2025-12-01,2026-04-01,4,Retail,start,persona_x_initial_plan,155,137,135,2,88.39,87.1,1.29,4.96,5358.20112180108242163682,34.569039495490856
2025-12-01,2026-04-01,4,Wholesale,business,persona_x_initial_plan,5,4,4,0,80.0,80.0,0.0,5.0,951.56384005040776996220,190.31276801008156
2025-12-01,2026-04-01,4,Wholesale,free,persona_x_initial_plan,12,9,9,0,75.0,75.0,0.0,5.0,206.79877239780822071700,17.233231033150684
2025-12-01,2026-04-01,4,Wholesale,plus,persona_x_initial_plan,16,15,15,0,93.75,93.75,0.0,5.0,1063.33337145040850526800,66.45833571565053
2025-12-01,2026-04-01,4,Wholesale,start,persona_x_initial_plan,34,30,30,0,88.24,88.24,0.0,5.0,1019.86572942739577428370,29.99605086551164
2026-01-01,2026-01-01,0,ALL,business,initial_plan,53,53,53,0,100.0,100.0,0.0,1.0,3544.30262160601944782765,66.87363436992489
2026-01-01,2026-01-01,0,ALL,free,initial_plan,1130,1125,1125,0,99.56,99.56,0.0,1.0,15622.22011406913190558075,13.824973552273569
2026-01-01,2026-01-01,0,ALL,plus,initial_plan,357,355,355,0,99.44,99.44,0.0,1.0,16069.23855140948437065435,45.01187269302376
2026-01-01,2026-01-01,0,ALL,start,initial_plan,1211,1204,1204,0,99.42,99.42,0.0,1.0,28105.75589308528445693296,23.208716674719472
2026-01-01,2026-01-01,0,ALL,ALL,overall,2751,2737,2737,0,99.49,99.49,0.0,1.0,63341.51718016992018099571,23.024906281414
2026-01-01,2026-01-01,0,Automobile_Trade_Repair,ALL,persona,126,126,126,0,100.0,100.0,0.0,1.0,2684.11281462430747192124,21.30248265574847
2026-01-01,2026-01-01,0,BTP,ALL,persona,491,488,488,0,99.39,99.39,0.0,1.0,14293.12714067302253841563,29.110238575708806
2026-01-01,2026-01-01,0,Bankers_Insurance,ALL,persona,47,47,47,0,100.0,100.0,0.0,1.0,1422.93897409373820407540,30.275297321143363
2026-01-01,2026-01-01,0,Bikers_Drivers,ALL,persona,154,153,153,0,99.35,99.35,0.0,1.0,4374.30781067193886796854,28.404596173194406
2026-01-01,2026-01-01,0,Cleaning_CallCenters,ALL,persona,11,11,11,0,100.0,100.0,0.0,1.0,86.60119908438337793850,7.872836280398489
2026-01-01,2026-01-01,0,Consultant,ALL,persona,488,487,487,0,99.8,99.8,0.0,1.0,11927.67663335595865524849,24.441960314254015
2026-01-01,2026-01-01,0,Developer_IT,ALL,persona,211,209,209,0,99.05,99.05,0.0,1.0,5819.58921793237469859532,27.58099155418187
2026-01-01,2026-01-01,0,Media_Publishing,ALL,persona,105,102,102,0,97.14,97.14,0.0,1.0,1988.85712494298350485615,18.941496428028415
2026-01-01,2026-01-01,0,Medical_Professionals,ALL,persona,30,30,30,0,100.0,100.0,0.0,1.0,107.72206312219156377750,3.5907354374063853
2026-01-01,2026-01-01,0,Others,ALL,persona,437,435,435,0,99.54,99.54,0.0,1.0,6022.60545541611385109148,13.781705847634127
2026-01-01,2026-01-01,0,Professeur,ALL,persona,86,86,86,0,100.0,100.0,0.0,1.0,1337.44128530795681654756,15.551642852418103
2026-01-01,2026-01-01,0,Repair,ALL,persona,27,27,27,0,100.0,100.0,0.0,1.0,459.14276910465716717916,17.005287744616933
2026-01-01,2026-01-01,0,Repair_Installation,ALL,persona,13,13,13,0,100.0,100.0,0.0,1.0,322.45694936087569888200,24.80438072006736
2026-01-01,2026-01-01,0,Restauration,ALL,persona,78,77,77,0,98.72,98.72,0.0,1.0,2363.58551841188686114830,30.302378441178035
2026-01-01,2026-01-01,0,Retail,ALL,persona,389,388,388,0,99.74,99.74,0.0,1.0,8520.99994437223318483592,21.904884175764096
2026-01-01,2026-01-01,0,Wholesale,ALL,persona,58,58,58,0,100.0,100.0,0.0,1.0,1610.35227969529771851452,27.764694477505135
2026-01-01,2026-01-01,0,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,368.31036359725854550000,122.77012119908619
2026-01-01,2026-01-01,0,Automobile_Trade_Repair,free,persona_x_initial_plan,42,42,42,0,100.0,100.0,0.0,1.0,271.69627460328736973885,6.468958919125889
2026-01-01,2026-01-01,0,Automobile_Trade_Repair,plus,persona_x_initial_plan,37,37,37,0,100.0,100.0,0.0,1.0,1222.02762490358606524450,33.02777364604287
2026-01-01,2026-01-01,0,Automobile_Trade_Repair,start,persona_x_initial_plan,44,44,44,0,100.0,100.0,0.0,1.0,822.07855152017549143789,18.68360344364035
2026-01-01,2026-01-01,0,BTP,business,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,1.0,1247.95605485533906062710,83.19707032368927
2026-01-01,2026-01-01,0,BTP,free,persona_x_initial_plan,191,189,189,0,98.95,98.95,0.0,1.0,3623.61220598216132121856,18.971791654356867
2026-01-01,2026-01-01,0,BTP,plus,persona_x_initial_plan,91,91,91,0,100.0,100.0,0.0,1.0,4871.68879278461574181281,53.53504167895182
2026-01-01,2026-01-01,0,BTP,start,persona_x_initial_plan,194,193,193,0,99.48,99.48,0.0,1.0,4549.87008705090641475716,23.45293859304591
2026-01-01,2026-01-01,0,Bankers_Insurance,free,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,1.0,1056.11668609887581341340,40.61987254226445
