activation_month,observation_month,months_since_activation,persona,initial_subscription_group,segment_level,activated_cohort_size,active_companies,continuously_active_companies,reactivated_active_companies,active_share_pct,continuously_active_share_pct,reactivated_active_share_pct,average_current_streak_among_active,total_revenue,monthly_revenue_per_original_activated_company
2026-01-01,2026-01-01,0,Bankers_Insurance,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,64.00822496164362865000,21.336074987214545
2026-01-01,2026-01-01,0,Bankers_Insurance,start,persona_x_initial_plan,18,18,18,0,100.0,100.0,0.0,1.0,302.81406303321876201200,16.823003501845488
2026-01-01,2026-01-01,0,Bikers_Drivers,business,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,1.0,601.81930686903960899500,85.97418669557707
2026-01-01,2026-01-01,0,Bikers_Drivers,free,persona_x_initial_plan,44,44,44,0,100.0,100.0,0.0,1.0,1195.97325087671158247272,27.18121024719799
2026-01-01,2026-01-01,0,Bikers_Drivers,plus,persona_x_initial_plan,19,18,18,0,94.74,94.74,0.0,1.0,550.97373760571134926500,28.998617768721648
2026-01-01,2026-01-01,0,Bikers_Drivers,start,persona_x_initial_plan,84,84,84,0,100.0,100.0,0.0,1.0,2025.54151532047632723582,24.11358946810091
2026-01-01,2026-01-01,0,Cleaning_CallCenters,free,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,1.0,12.84109482465750224150,1.8344421178082144
2026-01-01,2026-01-01,0,Cleaning_CallCenters,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,55.78948009260259040000,55.78948009260259
2026-01-01,2026-01-01,0,Cleaning_CallCenters,start,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,17.97062416712328529700,5.990208055707762
2026-01-01,2026-01-01,0,Consultant,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,291.74956551945189199100,58.34991310389038
2026-01-01,2026-01-01,0,Consultant,free,persona_x_initial_plan,226,225,225,0,99.56,99.56,0.0,1.0,2844.52462334317583682593,12.586392138686618
2026-01-01,2026-01-01,0,Consultant,plus,persona_x_initial_plan,38,38,38,0,100.0,100.0,0.0,1.0,2310.40916363525485580100,60.80024114829619
2026-01-01,2026-01-01,0,Consultant,start,persona_x_initial_plan,219,219,219,0,100.0,100.0,0.0,1.0,6480.99328085807607063056,29.593576624922722
2026-01-01,2026-01-01,0,Developer_IT,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,252.98539927671233274165,50.59707985534247
2026-01-01,2026-01-01,0,Developer_IT,free,persona_x_initial_plan,93,93,93,0,100.0,100.0,0.0,1.0,1700.55619599561406952548,18.285550494576494
2026-01-01,2026-01-01,0,Developer_IT,plus,persona_x_initial_plan,22,21,21,0,95.45,95.45,0.0,1.0,1268.25575851566704086810,57.647989023439415
2026-01-01,2026-01-01,0,Developer_IT,start,persona_x_initial_plan,91,90,90,0,98.9,98.9,0.0,1.0,2597.79186414438125546009,28.54716334224595
2026-01-01,2026-01-01,0,Media_Publishing,free,persona_x_initial_plan,43,42,42,0,97.67,97.67,0.0,1.0,440.07494271013605648500,10.234300993258978
2026-01-01,2026-01-01,0,Media_Publishing,plus,persona_x_initial_plan,6,6,6,0,100.0,100.0,0.0,1.0,210.31372510520474878000,35.052287517534126
2026-01-01,2026-01-01,0,Media_Publishing,start,persona_x_initial_plan,56,54,54,0,96.43,96.43,0.0,1.0,1338.46845712764269959115,23.901222448707905
2026-01-01,2026-01-01,0,Medical_Professionals,free,persona_x_initial_plan,9,9,9,0,100.0,100.0,0.0,1.0,25.58946750356160700300,2.843274167062401
2026-01-01,2026-01-01,0,Medical_Professionals,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,1.0,4.72775413479452110000,2.3638770673972607
2026-01-01,2026-01-01,0,Medical_Professionals,start,persona_x_initial_plan,19,19,19,0,100.0,100.0,0.0,1.0,77.40484148383543567450,4.073939025465023
2026-01-01,2026-01-01,0,Others,business,persona_x_initial_plan,10,10,10,0,100.0,100.0,0.0,1.0,264.10210881260250787000,26.41021088126025
2026-01-01,2026-01-01,0,Others,free,persona_x_initial_plan,185,184,184,0,99.46,99.46,0.0,1.0,1563.19849568931309894058,8.449721598320611
2026-01-01,2026-01-01,0,Others,plus,persona_x_initial_plan,57,57,57,0,100.0,100.0,0.0,1.0,1092.02956700273766044060,19.15841345618838
2026-01-01,2026-01-01,0,Others,start,persona_x_initial_plan,185,184,184,0,99.46,99.46,0.0,1.0,3103.27528391146058384030,16.774460994116
2026-01-01,2026-01-01,0,Professeur,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,50.63636183013676170000,50.636361830136764
2026-01-01,2026-01-01,0,Professeur,free,persona_x_initial_plan,40,40,40,0,100.0,100.0,0.0,1.0,237.63044513315029830273,5.940761128328758
2026-01-01,2026-01-01,0,Professeur,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,139.14591626520547955600,46.381972088401824
2026-01-01,2026-01-01,0,Professeur,start,persona_x_initial_plan,42,42,42,0,100.0,100.0,0.0,1.0,910.02856207946427698883,21.66734671617772
2026-01-01,2026-01-01,0,Repair,free,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,1.0,135.29948452657506498746,9.019965635105004
2026-01-01,2026-01-01,0,Repair,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,142.10430795013696630710,47.36810265004565
2026-01-01,2026-01-01,0,Repair,start,persona_x_initial_plan,9,9,9,0,100.0,100.0,0.0,1.0,181.73897662794513588460,20.193219625327238
2026-01-01,2026-01-01,0,Repair_Installation,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,83.23237962136953742000,27.74412654045651
2026-01-01,2026-01-01,0,Repair_Installation,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,172.84075465753369551900,57.61358488584457
2026-01-01,2026-01-01,0,Repair_Installation,start,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,1.0,66.38381508197246594300,9.483402154567496
2026-01-01,2026-01-01,0,Restauration,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,94.07157361260266678000,94.07157361260266
2026-01-01,2026-01-01,0,Restauration,free,persona_x_initial_plan,28,28,28,0,100.0,100.0,0.0,1.0,499.26431359013560909300,17.830868342504843
2026-01-01,2026-01-01,0,Restauration,plus,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,1.0,1287.99634492643679609790,85.86642299509579
2026-01-01,2026-01-01,0,Restauration,start,persona_x_initial_plan,34,33,33,0,97.06,97.06,0.0,1.0,482.25328628271178917740,14.18392018478564
2026-01-01,2026-01-01,0,Retail,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,309.80139361424592162290,61.96027872284918
2026-01-01,2026-01-01,0,Retail,free,persona_x_initial_plan,159,159,159,0,100.0,100.0,0.0,1.0,1652.18269887725687944354,10.391086156460736
2026-01-01,2026-01-01,0,Retail,plus,persona_x_initial_plan,46,46,46,0,100.0,100.0,0.0,1.0,2100.06932005255962287782,45.653680870707824
2026-01-01,2026-01-01,0,Retail,start,persona_x_initial_plan,179,178,178,0,99.44,99.44,0.0,1.0,4458.94653182817076089166,24.910315820269112
2026-01-01,2026-01-01,0,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,62.87049361863015000000,62.87049361863015
2026-01-01,2026-01-01,0,Wholesale,free,persona_x_initial_plan,19,19,19,0,100.0,100.0,0.0,1.0,280.42755469315025846900,14.759344983850015
2026-01-01,2026-01-01,0,Wholesale,plus,persona_x_initial_plan,11,11,11,0,100.0,100.0,0.0,1.0,576.85807881579360793452,52.44164352870851
2026-01-01,2026-01-01,0,Wholesale,start,persona_x_initial_plan,27,27,27,0,100.0,100.0,0.0,1.0,690.19615256772370211100,25.56282046547125
2026-01-01,2026-02-01,1,ALL,business,initial_plan,53,51,51,0,96.23,96.23,0.0,2.0,9118.36274119614602156490,172.0445800225688
2026-01-01,2026-02-01,1,ALL,free,initial_plan,1130,1084,1084,0,95.93,95.93,0.0,2.0,20004.02093091316260240004,17.70267339018864
2026-01-01,2026-02-01,1,ALL,plus,initial_plan,357,342,342,0,95.8,95.8,0.0,2.0,31055.71307745262707052194,86.99079293404097
2026-01-01,2026-02-01,1,ALL,start,initial_plan,1211,1161,1158,3,95.87,95.62,0.25,2.0,42911.94500773745212778484,35.435132128602355
2026-01-01,2026-02-01,1,ALL,ALL,overall,2751,2638,2635,3,95.89,95.78,0.11,2.0,103090.04175729938782227172,37.47366112588128
2026-01-01,2026-02-01,1,Automobile_Trade_Repair,ALL,persona,126,122,122,0,96.83,96.83,0.0,2.0,7348.82066268491300409580,58.32397351337233
2026-01-01,2026-02-01,1,BTP,ALL,persona,491,476,475,1,96.95,96.74,0.2,2.0,30720.57328780072738329452,62.56735903829068
2026-01-01,2026-02-01,1,Bankers_Insurance,ALL,persona,47,46,46,0,97.87,97.87,0.0,2.0,2268.95829466027355354550,48.275708397027095
2026-01-01,2026-02-01,1,Bikers_Drivers,ALL,persona,154,141,141,0,91.56,91.56,0.0,2.0,5237.29325030793515098352,34.00839772927231
2026-01-01,2026-02-01,1,Cleaning_CallCenters,ALL,persona,11,11,11,0,100.0,100.0,0.0,2.0,182.09336166301338346700,16.553941969364853
2026-01-01,2026-02-01,1,Consultant,ALL,persona,488,472,472,0,96.72,96.72,0.0,2.0,14276.05282844953762638739,29.254206615675283
2026-01-01,2026-02-01,1,Developer_IT,ALL,persona,211,200,200,0,94.79,94.79,0.0,2.0,5572.36309095286915836078,26.409303748591796
2026-01-01,2026-02-01,1,Media_Publishing,ALL,persona,105,101,100,1,96.19,95.24,0.95,1.99,2582.01956696657128532450,24.590662542538773
2026-01-01,2026-02-01,1,Medical_Professionals,ALL,persona,30,29,29,0,96.67,96.67,0.0,2.0,603.17657822630091279700,20.105885940876696
2026-01-01,2026-02-01,1,Others,ALL,persona,437,423,422,1,96.8,96.57,0.23,2.0,12512.60730022189360836780,28.632968650393348
2026-01-01,2026-02-01,1,Professeur,ALL,persona,86,83,83,0,96.51,96.51,0.0,2.0,2978.89565046534989769701,34.63832151703895
2026-01-01,2026-02-01,1,Repair,ALL,persona,27,25,25,0,92.59,92.59,0.0,2.0,649.74105862191642477640,24.064483652663572
2026-01-01,2026-02-01,1,Repair_Installation,ALL,persona,13,13,13,0,100.0,100.0,0.0,2.0,678.99328114849147957400,52.23025239603781
2026-01-01,2026-02-01,1,Restauration,ALL,persona,78,74,74,0,94.87,94.87,0.0,2.0,3416.19689777862179602126,43.797396125366944
2026-01-01,2026-02-01,1,Retail,ALL,persona,389,367,367,0,94.34,94.34,0.0,2.0,11598.97354543590749061504,29.817412713202845
2026-01-01,2026-02-01,1,Wholesale,ALL,persona,58,55,55,0,94.83,94.83,0.0,2.0,2463.28310191506566696420,42.47039830888045
2026-01-01,2026-02-01,1,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,1062.48391264218921400000,354.161304214063
2026-01-01,2026-02-01,1,Automobile_Trade_Repair,free,persona_x_initial_plan,42,41,41,0,97.62,97.62,0.0,2.0,386.60788924876618300100,9.204949744018242
2026-01-01,2026-02-01,1,Automobile_Trade_Repair,plus,persona_x_initial_plan,37,36,36,0,97.3,97.3,0.0,2.0,4188.57961357533117916560,113.20485442095489
2026-01-01,2026-02-01,1,Automobile_Trade_Repair,start,persona_x_initial_plan,44,42,42,0,95.45,95.45,0.0,2.0,1711.14924721862642792920,38.88975561860514
2026-01-01,2026-02-01,1,BTP,business,persona_x_initial_plan,15,14,14,0,93.33,93.33,0.0,2.0,3756.12140395779765908650,250.4080935971865
2026-01-01,2026-02-01,1,BTP,free,persona_x_initial_plan,191,183,183,0,95.81,95.81,0.0,2.0,6617.66987328273421917181,34.64748624755358
2026-01-01,2026-02-01,1,BTP,plus,persona_x_initial_plan,91,90,90,0,98.9,98.9,0.0,2.0,11282.19563279144655878280,123.98017178891699
2026-01-01,2026-02-01,1,BTP,start,persona_x_initial_plan,194,189,188,1,97.42,96.91,0.52,1.99,9064.58637776874894625341,46.72467205035437
2026-01-01,2026-02-01,1,Bankers_Insurance,free,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,2.0,1559.98376223945230985850,59.99937547074816
2026-01-01,2026-02-01,1,Bankers_Insurance,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,242.62900142630089720000,80.87633380876697
2026-01-01,2026-02-01,1,Bankers_Insurance,start,persona_x_initial_plan,18,17,17,0,94.44,94.44,0.0,2.0,466.34553099452034648700,25.90808505525113
2026-01-01,2026-02-01,1,Bikers_Drivers,business,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,2.0,1310.98275235999835250280,187.28325033714262
2026-01-01,2026-02-01,1,Bikers_Drivers,free,persona_x_initial_plan,44,41,41,0,93.18,93.18,0.0,2.0,489.68558931287558796059,11.12921793892899
2026-01-01,2026-02-01,1,Bikers_Drivers,plus,persona_x_initial_plan,19,18,18,0,94.74,94.74,0.0,2.0,927.99811850684819462606,48.84200623720253
2026-01-01,2026-02-01,1,Bikers_Drivers,start,persona_x_initial_plan,84,75,75,0,89.29,89.29,0.0,2.0,2508.62679012821301589407,29.86460464438349
2026-01-01,2026-02-01,1,Cleaning_CallCenters,free,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,2.0,37.73743265479440643700,5.391061807827772
2026-01-01,2026-02-01,1,Cleaning_CallCenters,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,111.78081445205461000000,111.78081445205461
2026-01-01,2026-02-01,1,Cleaning_CallCenters,start,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,32.57511455616436703000,10.858371518721455
2026-01-01,2026-02-01,1,Consultant,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,2.0,443.48273423835594907000,88.69654684767119
2026-01-01,2026-02-01,1,Consultant,free,persona_x_initial_plan,226,217,217,0,96.02,96.02,0.0,2.0,2505.29297901807907637638,11.08536716379681
2026-01-01,2026-02-01,1,Consultant,plus,persona_x_initial_plan,38,36,36,0,94.74,94.74,0.0,2.0,3463.38095317847378381700,91.14160403101246
2026-01-01,2026-02-01,1,Consultant,start,persona_x_initial_plan,219,214,214,0,97.72,97.72,0.0,2.0,7863.89616201462881712401,35.90820165303484
2026-01-01,2026-02-01,1,Developer_IT,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,2.0,412.59017059452053387260,82.51803411890411
2026-01-01,2026-02-01,1,Developer_IT,free,persona_x_initial_plan,93,87,87,0,93.55,93.55,0.0,2.0,1579.62889666355888746850,16.9852569533716
2026-01-01,2026-02-01,1,Developer_IT,plus,persona_x_initial_plan,22,21,21,0,95.45,95.45,0.0,2.0,1384.73151552986048746400,62.94234161499366
2026-01-01,2026-02-01,1,Developer_IT,start,persona_x_initial_plan,91,87,87,0,95.6,95.6,0.0,2.0,2195.41250816492924955568,24.125412177636584
2026-01-01,2026-02-01,1,Media_Publishing,free,persona_x_initial_plan,43,40,40,0,93.02,93.02,0.0,2.0,480.86190557698523628280,11.182835013418261
2026-01-01,2026-02-01,1,Media_Publishing,plus,persona_x_initial_plan,6,6,6,0,100.0,100.0,0.0,2.0,288.06789114191732022000,48.01131519031955
2026-01-01,2026-02-01,1,Media_Publishing,start,persona_x_initial_plan,56,55,54,1,98.21,96.43,1.79,1.98,1813.08977024766872882170,32.37660304013694
2026-01-01,2026-02-01,1,Medical_Professionals,free,persona_x_initial_plan,9,9,9,0,100.0,100.0,0.0,2.0,130.13435537205462594000,14.45937281911718
2026-01-01,2026-02-01,1,Medical_Professionals,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,2.0,77.80836103013698040000,38.90418051506849
2026-01-01,2026-02-01,1,Medical_Professionals,start,persona_x_initial_plan,19,18,18,0,94.74,94.74,0.0,2.0,395.23386182410930645700,20.80178220126891
2026-01-01,2026-02-01,1,Others,business,persona_x_initial_plan,10,9,9,0,90.0,90.0,0.0,2.0,1108.03498125095679987200,110.80349812509569
2026-01-01,2026-02-01,1,Others,free,persona_x_initial_plan,185,181,181,0,97.84,97.84,0.0,2.0,2113.81660552766686036632,11.426035705554957
2026-01-01,2026-02-01,1,Others,plus,persona_x_initial_plan,57,54,54,0,94.74,94.74,0.0,2.0,2954.89168856328272714198,51.840205062513725
2026-01-01,2026-02-01,1,Others,start,persona_x_initial_plan,185,179,178,1,96.76,96.22,0.54,1.99,6335.86402487998722098750,34.24791364799993
2026-01-01,2026-02-01,1,Professeur,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,168.13664394904076050000,168.13664394904077
2026-01-01,2026-02-01,1,Professeur,free,persona_x_initial_plan,40,39,39,0,97.5,97.5,0.0,2.0,413.96325138465637810848,10.349081284616409
2026-01-01,2026-02-01,1,Professeur,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,75.71771344986300191200,25.239237816621
2026-01-01,2026-02-01,1,Professeur,start,persona_x_initial_plan,42,40,40,0,95.24,95.24,0.0,2.0,2321.07804168178975717653,55.26376289718547
2026-01-01,2026-02-01,1,Repair,free,persona_x_initial_plan,15,14,14,0,93.33,93.33,0.0,2.0,239.08428144438312334440,15.938952096292208
2026-01-01,2026-02-01,1,Repair,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,155.61557567287628820100,51.87185855762542
2026-01-01,2026-02-01,1,Repair,start,persona_x_initial_plan,9,8,8,0,88.89,88.89,0.0,2.0,255.04120150465701323100,28.337911278295223
2026-01-01,2026-02-01,1,Repair_Installation,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,94.88271425150660072000,31.627571417168866
2026-01-01,2026-02-01,1,Repair_Installation,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,369.13568468547851891000,123.04522822849283
2026-01-01,2026-02-01,1,Repair_Installation,start,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,2.0,214.97488221150635994400,30.710697458786623
2026-01-01,2026-02-01,1,Restauration,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,80.07758101041095890000,80.07758101041095
2026-01-01,2026-02-01,1,Restauration,free,persona_x_initial_plan,28,27,27,0,96.43,96.43,0.0,2.0,978.82838189588732592800,34.95815649628169
2026-01-01,2026-02-01,1,Restauration,plus,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,2.0,1202.88458841369567582000,80.19230589424637
2026-01-01,2026-02-01,1,Restauration,start,persona_x_initial_plan,34,31,31,0,91.18,91.18,0.0,2.0,1154.40634645862783537326,33.95312783701847
2026-01-01,2026-02-01,1,Retail,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,2.0,524.73961091671159876100,104.94792218334233
2026-01-01,2026-02-01,1,Retail,free,persona_x_initial_plan,159,151,151,0,94.97,94.97,0.0,2.0,1909.05361146825533676146,12.006626487221732
2026-01-01,2026-02-01,1,Retail,plus,persona_x_initial_plan,46,41,41,0,89.13,89.13,0.0,2.0,3154.65696700273351780550,68.57949928266812
2026-01-01,2026-02-01,1,Retail,start,persona_x_initial_plan,179,170,170,0,94.97,94.97,0.0,2.0,6010.52335604820703728708,33.578342771219035
2026-01-01,2026-02-01,1,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,251.71295027616419500000,251.7129502761642
2026-01-01,2026-02-01,1,Wholesale,free,persona_x_initial_plan,19,18,18,0,94.74,94.74,0.0,2.0,466.78940157150644467480,24.567863240605604
2026-01-01,2026-02-01,1,Wholesale,plus,persona_x_initial_plan,11,10,10,0,90.91,90.91,0.0,2.0,1175.63895803232732905600,106.87626891202976
2026-01-01,2026-02-01,1,Wholesale,start,persona_x_initial_plan,27,26,26,0,96.3,96.3,0.0,2.0,569.14179203506769823340,21.079325630928434
2026-01-01,2026-03-01,2,ALL,business,initial_plan,53,44,44,0,83.02,83.02,0.0,3.0,7579.27731260656345861090,143.0052323133314
2026-01-01,2026-03-01,2,ALL,free,initial_plan,1130,1037,1035,2,91.77,91.59,0.18,3.0,20298.37218474556693022403,17.963161225438554
2026-01-01,2026-03-01,2,ALL,plus,initial_plan,357,328,326,2,91.88,91.32,0.56,2.99,31832.83470619398795686873,89.16760421903078
2026-01-01,2026-03-01,2,ALL,start,initial_plan,1211,1108,1105,3,91.49,91.25,0.25,3.0,42078.30403181581023576806,34.74674156219307
2026-01-01,2026-03-01,2,ALL,ALL,overall,2751,2517,2510,7,91.49,91.24,0.25,3.0,101788.78823536192858147172,37.00065003102942
2026-01-01,2026-03-01,2,Automobile_Trade_Repair,ALL,persona,126,118,117,1,93.65,92.86,0.79,2.98,7350.70125158080521356073,58.338898822069886
2026-01-01,2026-03-01,2,BTP,ALL,persona,491,453,452,1,92.26,92.06,0.2,3.0,25027.22874748183053455263,50.97195264252918
2026-01-01,2026-03-01,2,Bankers_Insurance,ALL,persona,47,46,46,0,97.87,97.87,0.0,3.0,1791.60859424493028861000,38.11933179244533
2026-01-01,2026-03-01,2,Bikers_Drivers,ALL,persona,154,132,132,0,85.71,85.71,0.0,3.0,5800.39523810738293341179,37.66490414355444
2026-01-01,2026-03-01,2,Cleaning_CallCenters,ALL,persona,11,11,11,0,100.0,100.0,0.0,3.0,178.41720047780791167500,16.219745497982537
2026-01-01,2026-03-01,2,Consultant,ALL,persona,488,453,452,1,92.83,92.62,0.2,3.0,15275.60229978926197622812,31.302463729076354
2026-01-01,2026-03-01,2,Developer_IT,ALL,persona,211,191,191,0,90.52,90.52,0.0,3.0,8328.07020128037779292890,39.46952702028615
2026-01-01,2026-03-01,2,Media_Publishing,ALL,persona,105,100,99,1,95.24,94.29,0.95,2.99,2809.46800314355627908400,26.756838125176728
2026-01-01,2026-03-01,2,Medical_Professionals,ALL,persona,30,29,29,0,96.67,96.67,0.0,3.0,684.20600027999946401400,22.80686667599998
2026-01-01,2026-03-01,2,Others,ALL,persona,437,395,395,0,90.39,90.39,0.0,3.0,11655.08707107231021169244,26.670679796504142
2026-01-01,2026-03-01,2,Professeur,ALL,persona,86,83,83,0,96.51,96.51,0.0,3.0,2519.22182041439321194448,29.293276981562713
2026-01-01,2026-03-01,2,Repair,ALL,persona,27,23,23,0,85.19,85.19,0.0,3.0,544.91693603177973344290,20.18210874191777
2026-01-01,2026-03-01,2,Repair_Installation,ALL,persona,13,13,13,0,100.0,100.0,0.0,3.0,979.01747167396966568700,75.30903628261305
2026-01-01,2026-03-01,2,Restauration,ALL,persona,78,70,70,0,89.74,89.74,0.0,3.0,4339.28497608492028500913,55.63185866775539
2026-01-01,2026-03-01,2,Retail,ALL,persona,389,349,346,3,89.72,88.95,0.77,2.98,11907.41886577915528493137,30.61033127449654
2026-01-01,2026-03-01,2,Wholesale,ALL,persona,58,51,51,0,87.93,87.93,0.0,3.0,2598.14355791944779469923,44.79557858481806
2026-01-01,2026-03-01,2,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,3.0,1854.77419214903835090000,618.2580640496794
2026-01-01,2026-03-01,2,Automobile_Trade_Repair,free,persona_x_initial_plan,42,40,39,1,95.24,92.86,2.38,2.95,382.97442108054717252693,9.118438597155885
